"","GSPC.Open","GSPC.High","GSPC.Low","GSPC.Close","GSPC.Volume","GSPC.Adjusted"
"1",2790.25,2792.03002929688,2766.06005859375,2783.02001953125,3701110000,2783.02001953125
"2",2786.93994140625,2799,2776.73999023438,2788.86010742188,3276030000,2788.86010742188
"3",2766.14990234375,2768.97998046875,2750.52001953125,2752.06005859375,3982670000,2752.06005859375
"4",2751.53002929688,2763.07006835938,2728.81005859375,2744.44995117188,3952360000,2744.44995117188
"5",2762.63989257812,2804.48999023438,2762.63989257812,2803.27001953125,3814130000,2803.27001953125
"6",2818.09008789062,2827.28002929688,2800.919921875,2826.14990234375,3570760000,2826.14990234375
"7",2828.51000976562,2852.10009765625,2822.44995117188,2843.48999023438,3445140000,2843.48999023438
"8",2852.8701171875,2884.96997070312,2852.8701171875,2873.34008789062,3244380000,2873.34008789062
"9",2885.830078125,2904.77001953125,2885.51000976562,2886.72998046875,3209890000,2886.72998046875
"10",2903.27001953125,2910.61010742188,2878.53002929688,2885.71997070312,3.551e+09,2885.71997070312
"11",2882.72998046875,2888.57006835938,2874.67993164062,2879.84008789062,3039870000,2879.84008789062
"12",2886.23999023438,2895.23999023438,2881.98999023438,2891.63989257812,3100640000,2891.63989257812
"13",2886.82006835938,2894.44995117188,2879.6201171875,2886.97998046875,2992810000,2886.97998046875
"14",2889.75,2897.27001953125,2887.30004882812,2889.669921875,2828400000,2889.669921875
"15",2906.7099609375,2930.7900390625,2905.43994140625,2917.75,3441540000,2917.75
"16",2920.55004882812,2931.73999023438,2911.42993164062,2926.4599609375,3300220000,2926.4599609375
"17",2949.60009765625,2958.06005859375,2931.5,2954.17993164062,3943060000,2954.17993164062
"18",2952.7099609375,2964.14990234375,2946.8701171875,2950.4599609375,5003540000,2950.4599609375
"19",2951.419921875,2954.919921875,2944.05004882812,2945.35009765625,3136960000,2945.35009765625
"20",2945.78002929688,2946.52001953125,2916.01000976562,2917.3798828125,3579430000,2917.3798828125
"21",2926.07006835938,2932.59008789062,2912.98999023438,2913.78002929688,3511350000,2913.78002929688
"22",2919.65991210938,2929.30004882812,2918.57006835938,2924.919921875,3162500000,2924.919921875
"23",2932.93994140625,2943.97998046875,2929.05004882812,2941.76000976562,5422650000,2941.76000976562
"24",2971.40991210938,2977.92993164062,2952.21997070312,2964.330078125,3524860000,2964.330078125
"25",2964.65991210938,2973.2099609375,2955.919921875,2973.01000976562,3224490000,2973.01000976562
"26",2978.080078125,2995.84008789062,2977.9599609375,2995.82006835938,1963570000,2995.82006835938
"27",2984.25,2994.03002929688,2967.96997070312,2990.40991210938,2434680000,2990.40991210938
"28",2979.77001953125,2980.76000976562,2970.09008789062,2975.94995117188,2922360000,2975.94995117188
"29",2965.52001953125,2981.89990234375,2963.43994140625,2979.6298828125,3033330000,2979.6298828125
"30",2989.30004882812,3002.97998046875,2984.6201171875,2993.07006835938,3157800000,2993.07006835938
"31",2999.6201171875,3002.330078125,2988.80004882812,2999.90991210938,3155710000,2999.90991210938
"32",3003.36010742188,3013.919921875,3001.8701171875,3013.77001953125,2984140000,3013.77001953125
"33",3017.80004882812,3017.80004882812,3008.77001953125,3014.30004882812,2876100000,3014.30004882812
"34",3012.1298828125,3015.02001953125,3001.14990234375,3004.0400390625,3297030000,3004.0400390625
"35",3005.10009765625,3005.26000976562,2984.25,2984.419921875,3185650000,2984.419921875
"36",2978.8701171875,2998.28002929688,2973.09008789062,2995.11010742188,3369820000,2995.11010742188
"37",3004.26000976562,3006.02001953125,2975.86010742188,2976.61010742188,3285890000,2976.61010742188
